#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
4550000      3.93e-02      1.04e-03      2.46e-02    1.5e-06
4552000      5.06e-02      5.09e-03      2.63e-02    1.5e-06
4554000      2.49e-03      2.21e-04      1.36e-03    1.5e-06
4556000      5.01e-02      3.57e-03      2.91e-02    1.5e-06
4558000      5.69e-03      8.57e-04      1.89e-03    1.5e-06
4560000      8.87e-03      5.57e-04      4.94e-03    1.4e-06
4562000      2.53e-03      3.39e-05      1.62e-03    1.4e-06
4564000      4.06e-02      1.55e-03      2.49e-02    1.4e-06
4566000      1.58e-02      3.78e-04      1.00e-02    1.4e-06
4568000      4.22e-03      4.75e-04      1.19e-03    1.4e-06
4570000      1.92e-02      1.15e-03      1.09e-02    1.4e-06
4572000      5.82e-03      3.07e-04      3.58e-03    1.4e-06
4574000      4.93e-02      1.83e-03      3.11e-02    1.4e-06
4576000      8.49e-03      6.39e-04      4.37e-03    1.4e-06
4578000      4.53e-03      5.59e-05      2.90e-03    1.4e-06
4580000      4.67e-02      4.05e-03      2.62e-02    1.4e-06
4582000      5.48e-03      4.10e-04      2.82e-03    1.4e-06
4584000      3.97e-02      8.38e-04      2.54e-02    1.4e-06
4586000      5.87e-02      3.17e-03      3.60e-02    1.4e-06
4588000      1.74e-03      1.38e-04      8.67e-04    1.4e-06
4590000      3.76e-03      3.36e-04      1.69e-03    1.4e-06
4592000      4.32e-02      2.16e-03      2.70e-02    1.4e-06
4594000      5.21e-03      3.96e-04      3.03e-03    1.4e-06
4596000      9.21e-03      1.35e-03      3.34e-03    1.4e-06
4598000      7.16e-03      3.07e-05      4.61e-03    1.4e-06
4600000      4.83e-02      2.41e-03      2.90e-02    1.3e-06
4602000      3.10e-02      8.48e-04      2.01e-02    1.3e-06
4604000      2.84e-02      1.44e-03      1.70e-02    1.3e-06
4606000      2.80e-02      3.00e-03      1.56e-02    1.3e-06
4608000      2.03e-02      4.39e-04      1.31e-02    1.3e-06
4610000      4.20e-03      8.28e-05      2.72e-03    1.3e-06
4612000      3.65e-02      2.03e-04      2.39e-02    1.3e-06
4614000      4.35e-02      3.81e-03      2.58e-02    1.3e-06
4616000      4.54e-03      4.95e-04      2.34e-03    1.3e-06
4618000      7.46e-03      4.61e-04      4.25e-03    1.3e-06
4620000      5.05e-04      3.94e-05      2.59e-04    1.3e-06
4622000      5.29e-03      2.15e-04      3.37e-03    1.3e-06
4624000      6.23e-03      4.87e-04      3.66e-03    1.3e-06
4626000      6.54e-03      3.82e-04      4.04e-03    1.3e-06
4628000      3.96e-02      2.14e-03      2.50e-02    1.3e-06
4630000      7.78e-03      5.58e-04      4.66e-03    1.3e-06
4632000      5.57e-03      5.43e-04      3.05e-03    1.3e-06
4634000      2.66e-03      4.59e-04      3.80e-04    1.3e-06
4636000      4.03e-03      5.73e-04      1.57e-03    1.3e-06
4638000      2.19e-03      2.92e-05      1.43e-03    1.3e-06
4640000      6.19e-03      4.46e-04      3.76e-03    1.3e-06
4642000      4.41e-02      3.27e-03      2.66e-02    1.3e-06
4644000      8.38e-03      6.04e-04      4.56e-03    1.3e-06
4646000      3.97e-02      1.45e-03      2.53e-02    1.3e-06
4648000      4.04e-03      2.67e-04      2.50e-03    1.3e-06
4650000      4.65e-03      2.75e-04      2.73e-03    1.3e-06
4652000      1.01e-02      1.49e-03      3.70e-03    1.3e-06
4654000      2.50e-02      1.65e-03      1.55e-02    1.3e-06
4656000      2.98e-02      7.93e-04      1.96e-02    1.3e-06
4658000      4.13e-02      3.38e-03      2.44e-02    1.3e-06
4660000      5.00e-02      1.94e-03      3.24e-02    1.3e-06
4662000      3.65e-03      3.91e-04      1.26e-03    1.3e-06
4664000      1.11e-02      3.01e-04      7.23e-03    1.3e-06
4666000      1.22e-02      4.84e-05      8.09e-03    1.3e-06
4668000      3.69e-02      6.58e-04      2.44e-02    1.3e-06
4670000      1.64e-03      1.65e-04      6.44e-04    1.3e-06
4672000      3.02e-03      2.67e-04      1.42e-03    1.3e-06
4674000      1.87e-02      9.62e-04      1.19e-02    1.3e-06
4676000      2.67e-02      1.04e-03      1.69e-02    1.3e-06
4678000      4.43e-02      9.91e-04      2.90e-02    1.3e-06
4680000      5.25e-02      2.19e-03      3.47e-02    1.2e-06
4682000      5.75e-02      2.31e-03      3.78e-02    1.2e-06
4684000      4.38e-02      6.61e-04      2.95e-02    1.2e-06
4686000      1.13e-02      1.50e-03      5.03e-03    1.2e-06
4688000      4.09e-02      2.42e-03      2.44e-02    1.2e-06
4690000      2.84e-03      1.73e-04      1.68e-03    1.2e-06
4692000      6.85e-03      9.02e-04      3.09e-03    1.2e-06
4694000      1.91e-02      2.46e-04      1.29e-02    1.2e-06
4696000      2.30e-02      5.86e-04      1.52e-02    1.2e-06
4698000      5.13e-02      1.33e-03      3.43e-02    1.2e-06
4700000      5.95e-03      1.01e-03      1.13e-03    1.2e-06
4702000      4.99e-03      8.49e-04      9.12e-04    1.2e-06
4704000      7.79e-03      1.05e-03      3.41e-03    1.2e-06
4706000      4.94e-03      2.97e-04      3.14e-03    1.2e-06
4708000      3.15e-02      2.13e-03      1.97e-02    1.2e-06
4710000      5.71e-02      4.32e-03      3.49e-02    1.2e-06
4712000      3.70e-02      6.86e-04      2.49e-02    1.2e-06
4714000      4.49e-02      1.40e-03      2.94e-02    1.2e-06
4716000      3.88e-03      3.58e-04      2.24e-03    1.2e-06
4718000      1.35e-03      1.25e-04      6.08e-04    1.2e-06
4720000      3.39e-02      1.97e-04      2.33e-02    1.1e-06
4722000      2.63e-03      2.08e-04      1.40e-03    1.1e-06
4724000      4.46e-03      4.78e-04      1.58e-03    1.1e-06
4726000      3.23e-02      3.08e-04      2.21e-02    1.1e-06
4728000      1.22e-02      1.55e-04      8.32e-03    1.1e-06
4730000      4.67e-03      4.24e-05      3.20e-03    1.1e-06
4732000      1.90e-02      1.78e-03      1.16e-02    1.1e-06
4734000      5.33e-02      2.57e-03      3.52e-02    1.1e-06
4736000      3.45e-03      1.61e-04      2.20e-03    1.1e-06
4738000      6.39e-03      5.74e-04      3.78e-03    1.1e-06
4740000      2.85e-02      3.72e-03      1.51e-02    1.1e-06
4742000      1.84e-02      5.77e-04      1.24e-02    1.1e-06
4744000      5.10e-03      4.40e-04      3.06e-03    1.1e-06
4746000      1.14e-02      1.34e-03      5.81e-03    1.1e-06
4748000      5.92e-03      4.40e-04      3.27e-03    1.1e-06
4750000      5.22e-03      3.99e-04      3.23e-03    1.1e-06
4752000      8.92e-03      9.10e-04      5.00e-03    1.1e-06
4754000      7.71e-03      5.24e-04      4.89e-03    1.1e-06
4756000      4.02e-02      1.90e-03      2.66e-02    1.1e-06
4758000      3.92e-02      8.64e-04      2.65e-02    1.1e-06
4760000      3.40e-02      2.10e-03      2.26e-02    1.1e-06
4762000      1.24e-02      1.79e-04      8.61e-03    1.1e-06
4764000      4.34e-02      3.43e-03      2.71e-02    1.1e-06
4766000      1.14e-03      3.43e-05      7.68e-04    1.1e-06
4768000      3.38e-02      2.20e-03      2.19e-02    1.1e-06
4770000      4.48e-02      3.51e-03      2.80e-02    1.1e-06
4772000      5.02e-03      3.03e-04      3.29e-03    1.1e-06
4774000      1.10e-02      1.34e-03      5.60e-03    1.1e-06
4776000      3.99e-03      2.20e-04      2.50e-03    1.1e-06
4778000      8.28e-03      4.97e-04      5.43e-03    1.1e-06
4780000      1.55e-02      3.59e-04      1.06e-02    1.1e-06
4782000      4.09e-03      4.74e-04      1.07e-03    1.1e-06
4784000      3.89e-03      5.24e-05      2.70e-03    1.1e-06
4786000      6.91e-03      4.72e-04      4.03e-03    1.1e-06
4788000      6.04e-03      8.61e-04      2.49e-03    1.1e-06
4790000      1.45e-02      6.61e-04      9.74e-03    1.1e-06
4792000      2.45e-02      1.14e-03      1.65e-02    1.1e-06
4794000      3.58e-02      6.71e-04      2.48e-02    1.1e-06
4796000      3.91e-03      3.22e-04      2.42e-03    1.1e-06
4798000      5.07e-02      2.46e-03      3.40e-02    1.1e-06
4800000      8.68e-03      1.07e-03      4.41e-03    1.0e-06
4802000      3.55e-02      1.12e-03      2.43e-02    1.0e-06
4804000      4.59e-02      4.28e-03      2.76e-02    1.0e-06
4806000      3.62e-03      4.23e-04      9.08e-04    1.0e-06
4808000      2.18e-02      6.74e-04      1.49e-02    1.0e-06
4810000      2.10e-03      2.52e-04      4.14e-04    1.0e-06
4812000      2.90e-02      1.83e-03      1.92e-02    1.0e-06
4814000      1.04e-03      3.31e-05      7.14e-04    1.0e-06
4816000      2.29e-02      1.53e-03      1.50e-02    1.0e-06
4818000      4.20e-03      4.25e-04      1.75e-03    1.0e-06
4820000      5.86e-03      8.49e-05      4.13e-03    1.0e-06
4822000      5.87e-03      3.16e-05      4.15e-03    1.0e-06
4824000      4.63e-03      1.19e-04      3.20e-03    1.0e-06
4826000      3.22e-02      4.34e-05      2.28e-02    1.0e-06
4828000      3.56e-03      2.05e-04      2.24e-03    1.0e-06
4830000      2.38e-03      2.59e-04      8.40e-04    1.0e-06
4832000      1.06e-02      6.43e-04      7.01e-03    1.0e-06
4834000      3.92e-02      1.64e-03      2.72e-02    1.0e-06
4836000      4.24e-03      8.38e-05      2.96e-03    1.0e-06
4838000      2.33e-02      3.27e-03      1.00e-02    1.0e-06
4840000      2.76e-03      2.88e-05      1.97e-03    9.4e-07
4842000      3.21e-02      2.39e-03      2.09e-02    9.4e-07
4844000      3.26e-03      1.55e-04      2.26e-03    9.4e-07
4846000      3.75e-02      8.78e-04      2.68e-02    9.4e-07
4848000      3.64e-02      2.18e-03      2.50e-02    9.4e-07
4850000      5.99e-03      9.10e-05      4.26e-03    9.4e-07
4852000      5.02e-03      5.66e-04      2.77e-03    9.4e-07
4854000      1.05e-02      1.02e-03      6.29e-03    9.4e-07
4856000      1.64e-03      1.38e-04      8.71e-04    9.4e-07
4858000      5.09e-03      1.35e-04      3.57e-03    9.4e-07
4860000      1.48e-03      1.29e-04      7.64e-04    9.4e-07
4862000      9.18e-03      1.33e-04      6.54e-03    9.4e-07
4864000      2.19e-02      3.17e-04      1.56e-02    9.4e-07
4866000      6.77e-03      1.02e-03      2.53e-03    9.4e-07
4868000      3.72e-03      3.07e-04      2.01e-03    9.4e-07
4870000      6.84e-03      3.81e-04      4.40e-03    9.4e-07
4872000      4.70e-02      1.86e-03      3.29e-02    9.4e-07
4874000      5.38e-03      5.22e-04      2.43e-03    9.4e-07
4876000      4.74e-03      3.24e-04      3.14e-03    9.4e-07
4878000      7.47e-03      3.09e-05      5.36e-03    9.4e-07
4880000      2.14e-02      2.53e-04      1.55e-02    8.9e-07
4882000      2.17e-03      2.42e-04      7.10e-04    8.9e-07
4884000      3.26e-03      2.14e-04      2.02e-03    8.9e-07
4886000      7.94e-03      3.48e-04      5.59e-03    8.9e-07
4888000      3.92e-02      2.49e-03      2.66e-02    8.9e-07
4890000      2.84e-03      2.63e-04      1.39e-03    8.9e-07
4892000      3.45e-03      5.31e-05      2.49e-03    8.9e-07
4894000      5.10e-03      1.66e-04      3.58e-03    8.9e-07
4896000      4.23e-02      2.13e-03      2.98e-02    8.9e-07
4898000      3.73e-02      4.78e-04      2.71e-02    8.9e-07
4900000      3.28e-02      3.88e-03      1.78e-02    8.9e-07
4902000      3.50e-02      2.80e-03      2.34e-02    8.9e-07
4904000      7.03e-03      2.80e-04      4.98e-03    8.9e-07
4906000      1.05e-03      1.01e-04      4.95e-04    8.9e-07
4908000      4.24e-03      1.36e-04      2.98e-03    8.9e-07
4910000      4.60e-02      4.31e-03      2.97e-02    8.9e-07
4912000      7.62e-03      6.58e-04      4.01e-03    8.9e-07
4914000      1.57e-02      4.65e-04      1.11e-02    8.9e-07
4916000      4.75e-03      5.66e-04      1.06e-03    8.9e-07
4918000      5.95e-03      4.66e-04      3.88e-03    8.9e-07
4920000      3.32e-03      1.03e-04      2.37e-03    8.4e-07
4922000      2.56e-03      1.82e-04      1.56e-03    8.4e-07
4924000      1.47e-03      8.32e-06      1.09e-03    8.4e-07
4926000      5.86e-03      6.43e-04      3.39e-03    8.4e-07
4928000      5.61e-02      1.12e-03      4.11e-02    8.4e-07
4930000      8.14e-03      8.08e-04      4.96e-03    8.4e-07
4932000      3.06e-03      2.66e-04      1.96e-03    8.4e-07
4934000      5.23e-03      6.32e-04      2.81e-03    8.4e-07
4936000      5.55e-02      3.61e-03      3.50e-02    8.4e-07
4938000      3.58e-02      1.61e-03      2.58e-02    8.4e-07
4940000      1.33e-02      1.24e-03      8.34e-03    8.4e-07
4942000      2.15e-02      8.99e-04      1.55e-02    8.4e-07
4944000      2.61e-03      1.15e-04      1.80e-03    8.4e-07
4946000      5.42e-03      3.82e-04      3.66e-03    8.4e-07
4948000      7.23e-03      1.77e-04      5.23e-03    8.4e-07
4950000      1.74e-02      1.08e-03      1.12e-02    8.4e-07
4952000      9.84e-03      1.25e-03      5.04e-03    8.4e-07
4954000      5.83e-03      6.50e-04      3.34e-03    8.4e-07
4956000      2.54e-03      1.21e-04      1.73e-03    8.4e-07
4958000      2.22e-02      6.19e-04      1.62e-02    8.4e-07
4960000      9.17e-03      1.98e-04      6.75e-03    7.9e-07
4962000      1.46e-03      2.93e-05      1.08e-03    7.9e-07
4964000      4.94e-03      5.38e-04      1.81e-03    7.9e-07
4966000      4.22e-03      6.75e-04      1.34e-03    7.9e-07
4968000      4.57e-02      1.78e-03      3.33e-02    7.9e-07
4970000      4.53e-02      6.17e-03      2.52e-02    7.9e-07
4972000      3.26e-02      1.31e-03      2.39e-02    7.9e-07
4974000      1.86e-02      3.70e-04      1.38e-02    7.9e-07
4976000      6.35e-03      2.52e-04      4.50e-03    7.9e-07
4978000      3.89e-03      1.06e-04      2.83e-03    7.9e-07
4980000      2.16e-02      2.01e-03      1.37e-02    7.9e-07
4982000      3.95e-02      9.49e-04      2.90e-02    7.9e-07
4984000      1.65e-02      1.92e-04      1.23e-02    7.9e-07
4986000      3.07e-03      3.72e-04      5.54e-04    7.9e-07
4988000      2.59e-02      4.60e-04      1.93e-02    7.9e-07
4990000      1.34e-03      6.89e-05      9.13e-04    7.9e-07
4992000      3.95e-02      2.58e-03      2.74e-02    7.9e-07
4994000      5.60e-03      3.67e-04      3.89e-03    7.9e-07
4996000      3.55e-02      4.57e-04      2.64e-02    7.9e-07
4998000      3.66e-03      6.12e-04      8.87e-04    7.9e-07
5000000      4.64e-03      7.42e-04      1.51e-03    7.5e-07
5002000      4.51e-02      4.79e-04      3.40e-02    7.5e-07
5004000      2.96e-02      2.27e-04      2.23e-02    7.5e-07
5006000      4.53e-03      7.26e-05      3.41e-03    7.5e-07
5008000      6.64e-03      3.59e-04      4.78e-03    7.5e-07
5010000      8.55e-03      3.40e-05      6.46e-03    7.5e-07
5012000      4.98e-03      7.29e-04      2.11e-03    7.5e-07
5014000      2.35e-02      1.05e-03      1.66e-02    7.5e-07
5016000      1.86e-02      7.73e-04      1.33e-02    7.5e-07
5018000      7.08e-03      1.01e-03      3.20e-03    7.5e-07
5020000      4.81e-03      3.55e-04      2.94e-03    7.5e-07
5022000      3.71e-02      2.51e-03      2.59e-02    7.5e-07
5024000      6.53e-03      5.79e-04      4.27e-03    7.5e-07
5026000      6.58e-03      3.09e-04      4.79e-03    7.5e-07
5028000      3.43e-02      1.81e-03      2.35e-02    7.5e-07
5030000      1.66e-02      1.49e-04      1.26e-02    7.5e-07
5032000      6.20e-03      7.19e-04      3.54e-03    7.5e-07
5034000      9.08e-03      8.51e-04      4.54e-03    7.5e-07
5036000      4.45e-03      6.28e-04      2.03e-03    7.5e-07
5038000      6.76e-03      2.42e-04      4.90e-03    7.5e-07
5040000      9.33e-03      7.00e-04      5.71e-03    7.1e-07
5042000      4.18e-02      4.37e-04      3.20e-02    7.1e-07
5044000      8.21e-03      1.25e-03      3.18e-03    7.1e-07
5046000      9.06e-03      2.91e-04      6.82e-03    7.1e-07
5048000      6.14e-03      7.66e-04      3.33e-03    7.1e-07
5050000      3.53e-02      3.68e-03      2.32e-02    7.1e-07
5052000      3.43e-02      5.77e-03      1.49e-02    7.1e-07
5054000      3.78e-03      4.01e-04      2.32e-03    7.1e-07
5056000      7.16e-03      4.91e-04      5.05e-03    7.1e-07
5058000      1.41e-02      2.06e-03      6.09e-03    7.1e-07
5060000      2.31e-02      3.35e-04      1.76e-02    7.1e-07
5062000      1.63e-02      6.50e-04      1.18e-02    7.1e-07
5064000      1.67e-03      5.55e-05      1.23e-03    7.1e-07
5066000      8.53e-03      8.87e-04      5.28e-03    7.1e-07
5068000      3.19e-02      2.50e-03      2.25e-02    7.1e-07
5070000      1.63e-03      1.21e-04      1.00e-03    7.1e-07
5072000      1.00e-02      5.32e-05      7.67e-03    7.1e-07
5074000      5.50e-02      3.01e-03      4.00e-02    7.1e-07
5076000      2.14e-03      2.58e-04      4.40e-04    7.1e-07
5078000      4.20e-03      1.05e-05      3.22e-03    7.1e-07
5080000      3.83e-03      4.38e-04      1.20e-03    6.7e-07
5082000      5.73e-03      2.69e-04      4.28e-03    6.7e-07
5084000      4.33e-03      4.73e-04      1.64e-03    6.7e-07
5086000      2.39e-03      3.44e-05      1.84e-03    6.7e-07
5088000      8.47e-04      2.49e-05      6.37e-04    6.7e-07
5090000      3.87e-03      4.07e-04      1.62e-03    6.7e-07
5092000      3.32e-03      4.14e-04      1.83e-03    6.7e-07
5094000      4.94e-02      3.20e-03      3.56e-02    6.7e-07
5096000      6.71e-03      4.04e-04      4.89e-03    6.7e-07
5098000      1.75e-02      8.19e-04      1.26e-02    6.7e-07
5100000      5.15e-03      5.90e-04      3.04e-03    6.7e-07
5102000      1.51e-02      1.78e-03      8.72e-03    6.7e-07
5104000      7.95e-03      7.11e-04      5.31e-03    6.7e-07
5106000      5.51e-03      8.18e-04      2.32e-03    6.7e-07
5108000      1.45e-02      4.36e-04      1.10e-02    6.7e-07
5110000      5.04e-03      1.86e-04      3.73e-03    6.7e-07
5112000      3.73e-03      5.01e-04      1.88e-03    6.7e-07
5114000      6.88e-03      1.12e-04      5.28e-03    6.7e-07
5116000      5.12e-03      6.15e-04      1.09e-03    6.7e-07
5118000      5.75e-03      6.35e-04      2.09e-03    6.7e-07
5120000      3.92e-03      4.71e-04      8.48e-04    6.3e-07
5122000      6.01e-03      5.46e-04      4.04e-03    6.3e-07
5124000      1.55e-02      1.82e-03      9.04e-03    6.3e-07
5126000      4.56e-02      5.02e-03      3.01e-02    6.3e-07
5128000      2.39e-02      1.47e-03      1.76e-02    6.3e-07
5130000      6.21e-03      7.36e-04      3.61e-03    6.3e-07
5132000      3.85e-02      2.19e-03      2.85e-02    6.3e-07
5134000      6.87e-03      1.11e-03      2.21e-03    6.3e-07
5136000      1.53e-02      3.12e-04      1.19e-02    6.3e-07
5138000      1.78e-03      1.24e-04      1.16e-03    6.3e-07
5140000      3.27e-03      8.09e-05      2.51e-03    6.3e-07
5142000      1.43e-03      1.57e-04      5.33e-04    6.3e-07
5144000      1.17e-02      1.37e-03      6.90e-03    6.3e-07
5146000      2.12e-03      1.32e-04      1.44e-03    6.3e-07
5148000      4.16e-02      3.97e-03      2.74e-02    6.3e-07
5150000      7.81e-03      7.16e-04      4.16e-03    6.3e-07
5152000      3.51e-03      2.25e-04      2.56e-03    6.3e-07
